Epizoda;Prizor;Lokacija;Okoliš?ine;Opis;Liki;Statisti;Igralci;Število strani scenarija
19;19-17;Kemp/Ex Renatova Parcela/Pred Prikolico;DAN-EXT.; DINO IMA SLABO VEST ZARADI SMRDLJIVIH RIB. POJAVI PA SE SMRTNO RESNI FRENK  KI IŠ?E MERI.;7 Frenk,4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Matino Antunovi?,Mila Peršin;1 1/4
19;19-18;Lj/Pasaža/Lokal;DAN-INT.; NINA NAGOVARJA LARO  NAJ SI NAJDE TIPA  DA BO PRED MIO ODIGRAL NJENEGA FANTA.;2 Lara,18 Nina,210 LOKAL STANDARD (4);LOKAL STANDARD (4);Gaja Fila?,Melani Mekicar;1 7/8
19;19-19;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;NA JULIJINIH VRATIH POZVONI POLICIJA.;10 Julija,16 Ela,11 David,329 Policist 1,330 Policist 2;;Sabina Kogovšek,Mei Rabi?,Blaž Vali?,Igor Korošec,Andrej Zakrajšek;1 1/2
19;19-20;Lj/Bistro Lotus;DAN-INT.;BB LOBIRA ZA ROMANOVO PODPORO PRI NJEGOVEM USTOLI?ENJU NA MESTU MINISTRA ZA ZDRAVJE.;251 Roman,19 Bb,411 Natakarica,300 STATISTI LOTUS A 6x 10.4.;STATISTI LOTUS A 6x 10.4.;Uroš Smolej,Valter Dragan,Ksenija Žuni?;2 3/8
19;19-21;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.; MERI JE RAZJARJENA ZARADI POTEGAVŠ?INE Z RIBAMI - JO PRESENETI FRENKOV PRIHOD V KEMP.;14 Hrvoje,12 Jana,7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik,Gaber Trseglav,Vesna Pernar?i?;1 7/8
19;19-22;Lj/Pasaža/Lokal;DAN-INT.; LARIN POTENCIALNI LAŽNI FANT SPORO?I  DA NE BO PRIŠEL.;2 Lara,18 Nina,253 Žan,210 LOKAL STANDARD (4);LOKAL STANDARD (4);Gaja Fila?,Melani Mekicar,Domen Novak;1
19;19-23;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;POLICIJA V DAVIDOVEM ŽEPU NAJDE STANETOV TELEFON.;10 Julija,11 David,329 Policist 1,330 Policist 2;;Sabina Kogovšek,Blaž Vali?,Igor Korošec,Andrej Zakrajšek;1 3/8
19;19-24;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.; FRENK JE JEZEN NA MERI  KER JE SAMOVOLJNO VZELA DENAR Z NJUNEGA SKUPNEGA RA?UNA.;14 Hrvoje,12 Jana,7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik,Gaber Trseglav,Vesna Pernar?i?;1 1/8
19;19-25;Lj/Pasaža/Lokal;DAN-INT.; ŽAN SE NEPRI?AKOVANO ZNAJDE V VLOGI LARINEGA FANTA.;2 Lara,1 Mark,21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);LOKAL STANDARD (4);Gaja Fila?,Matej Zemlji?,Zala Djuri?,Melani Mekicar,Domen Novak;1 1/4
19;19-26;Lj/Pe?nikova Pisarna;DAN-INT.;PE?NIK POŠLJE OPREATIVCA K EDIJU PO STANETOV TELEFON.;15 Pe?nik,250 Operativec;;Matija Rupel,Damjan M. Trbovc;1 1/8
20;1;;DAN-INT.;;;;;0
20;20-Jan;Lj/Pasaža/Lokal;DAN-INT.;MIA ZASLIŠUJE ŽANA. ŽANA PA ZANIMA  KAKO STA SE SPOZNALA MARK IN MIA. MIIN ODGOVOR MARKA IN LARO SPRAVI V ZADREGO.;2 Lara,1 Mark,21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);LOKAL STANDARD (4);Gaja Fila?,Matej Zemlji?,Zala Djuri?,Melani Mekicar,Domen Novak;2
20;20-Feb;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;DAVID LAŽE POLICISTOMA  DA JE NAŠEL STANETOV TELEFON PRED HIŠO.;10 Julija,11 David,329 Policist 1,330 Policist 2;;Sabina Kogovšek,Blaž Vali?,Igor Korošec,Andrej Zakrajšek;1 1/2
20;20-Mar;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;" MERI JE JEZNA NA FRENKA  KER PERE NJUNO ""UMAZANO PERILO"" PRED DRUGIMI LJUDMI. FRENK NAMESTO OPRAVI?ILA DOBI PRIDIGO.";14 Hrvoje,12 Jana,7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik,Gaber Trseglav,Vesna Pernar?i?;2 1/8
20;20-Apr;Lj/Pasaža/Lokal;DAN-INT.;"ŽAN SE SKORAJ ZAGOVORI PRED MIO IN MARKOM. NINA ""REŠI"" SITUACIJO IN POLIJE MIO Z RDE?IM VINOM.";2 Lara,1 Mark,21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);LOKAL STANDARD (4);Gaja Fila?,Matej Zemlji?,Zala Djuri?,Melani Mekicar,Domen Novak;1 3/4
20;20-May;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;JULIJA JE JEZNA NA DAVIDA. IN ŠE BOLJ NA EDVARDA  SAJ JI JE JASNO  DA JE ON POTEGNIL DAVIDA V GODLJO S TELEFONOM.;10 Julija,11 David;;Sabina Kogovšek,Blaž Vali?;1 5/8
20;20-Jun;Lj/Pe?nikova Pisarna;DAN-INT.;BB JE ZADOVOLJEN  KER SE VSE ODVIJA PO NA?RTIH. KAŽE  DA BO MINISTRSKI STOL?EK KMALU NJEGOV. BB DOBI JULIJIN KLIC.;19 Bb,15 Pe?nik;;Valter Dragan,Matija Rupel;2
20;20-Jul;Lj/Pasaža/Lokal;DAN-INT.;MIA IN MARK PO INCIDENTU Z VINOM ODIDETA  ŽAN PA JE JEZEN NA NINO  KER GA JE PRISILILA V LAŽ.;2 Lara,1 Mark,21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);LOKAL STANDARD (4);Gaja Fila?,Matej Zemlji?,Zala Djuri?,Melani Mekicar,Domen Novak;2 5/8
20;20-Aug;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.;MERI PRI?AKUJE FRENKOVO OPRAVI?ILO. FRENK PA MERI SPODI S PARCELE.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernar?i?;2 3/8
20;20-Sep;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;JULIJA JIH NAPNE EDVARDU  KER JE SPRAVIL DAVIDA V TEŽAVE.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;3
20;20-Oct;Lj/Dolen?evo Stanovanje/Predsoba;DAN-INT.;BB PRIDE DO SANJE IN JI POVE  DA JE EDVARD UKRADEL STANETOV TELEFON TER JO OPOZORI  NAJ SE Z ERIKO PAZITA EDVARDA.;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;1 3/4
20;20-Nov;Lj/Vila/Vhodna Veža s Stopniš?em;DAN-INT.;MARK IN MIA OB PRIHODU DOMOV NALETITA NA RAZBURJENO JULIJO. JULIJO SKRBI  DA JIH BO EDVARD VSE SPRAVIL V TEŽAVE.;1 Mark,21 Mia,10 Julija;;Matej Zemlji?,Zala Djuri?,Sabina Kogovšek;1 1/2
20;20-Dec;Lj/Pasaža/Lokal;DAN-INT.;NINA BI OPRAVLJALA MARKA IN MIO. LARA NE ŽELI VE? RAZMIŠLJATI O MARKU IN MII. ŽELI LE ŠE DOMOV IN V POSTELJO.;2 Lara,18 Nina,210 LOKAL STANDARD (4);LOKAL STANDARD (4);Gaja Fila?,Melani Mekicar;3 3/8
20;20-13;Kemp/Recepcija;DAN-INT.;HRVOJE JIH NAPNE DINU ZARADI POTEGAVŠ?INE Z RIBAMI. HRVOJEV ALIBI JANO LAHKO SPRAVI V TEŽAVE. DINO ZBADA HRVOJA Z JANO.;14 Hrvoje,4 Dino,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Matino Antunovi?,Vesna Pernar?i?;1 1/8
20;20-14;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.;SAŠKA IMA SLABO VEST  KER STA SE MERI IN FRENK SPRLA ZARADI NJE. FRENKA PA SKRB MERI  KAM GRE NJUN ODNOS Z MERI.;7 Frenk,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Mila Peršin;2 1/8
20;20-15;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;MARK BI SE POGOVORIL Z EDIJEM. EDI ŽELI BITI SAM S SVOJO STEKLENICO VISKIJA.;1 Mark,3 Edvard;;Matej Zemlji?,Aleš Vali?;1 3/8
20;20-16;Lj/Dolen?evo Stanovanje/Predsoba;DAN-INT.;BB LAŽE SANJI  DA JE EDI POSKUŠAL ZRINITI STANETA Z MINISTRSKEGA STOL?KA.;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;1 3/4
20;20-17;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;ELA JE VSA IZ SEBE ZARADI OBISKA POLICIJE. MARK JO POTOLAŽI S POVABILOM  DA PRESPI PRI NJEM IN MII.;1 Mark,10 Julija,16 Ela;;Matej Zemlji?,Sabina Kogovšek,Mei Rabi?;2 1/4
20;20-18;Kemp/Restavracija;NO?-INT.;FRENK PRIZNA HRVOJU  DA RAZMIŠLJA O LO?ITVI.;14 Hrvoje,7 Frenk;;Alen Šalinovi?,Gaber Trseglav;1 3/4
20;20-19;Kemp/Ex Renatova Parcela/Pred Prikolico;NO?-EXT;DINO BI ZAKLJU?IL USPEŠEN DAN Z LJUBLJENJEM. SAŠKA NI RAZPOLOŽENA  SAJ JO SKRBI ZA ZAKON NJENIH STARŠEV.;4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Matino Antunovi?,Mila Peršin;1 5/8
20;20-20;Lj/Nadino Stanovanje/Dnevni Del;NO?-INT.;LARA JE POTRTA  SAJ DRUŽENJE Z MARKOM IN MIO IZ NJE VLE?E NAJBOLJ BOLE?E SPOMINE. NADA JO TOLAŽI IN HRABRI.;2 Lara,13 Nada;;Gaja Fila?,Aleksandra Balmazovi?;2 1/8
20;20-21;Lj/Markova Garsonjera/Kuhinja;NO?-INT.;MIA JE SRE?NA  DA IMA MARKA. ISKRENO VERJAME  DA STA USTVARJENA DRUG ZA DRUGEGA.;1 Mark,21 Mia,16 Ela;;Matej Zemlji?,Zala Djuri?,Mei Rabi?;2 1/4
20;20-22;Lj/Steinerjeva Klinika/Pisarna;NO?-INT.;JULIJA JE OSAMLJENA. POKLI?E BB-JA. BI PRIŠLA DO NJEGA  SAJ POTREBUJE TOLAŽE? OBJEM.;10 Julija;;Sabina Kogovšek; 3/8
20;20-23;Stockshot No?ne Ljubljane;NO?-EXT;;;;; 1/8
20;20-24;Lj/Edvardovo Stanovanje/Dnevna Soba;NO?-INT.;OPERATIVEC PONO?I VDRE K EDVARDU  DA BI POISKAL STANETOV TELEFON.;250 Operativec;;Damjan M. Trbovc; 3/8
20;20-25;Lj/Edvardovo Stanovanje/Kuhinja;NO?-INT.;EDVARD SI JE PRIŠEL PO KOZAREC VODE  KO ZASLIŠI IZ DNEVNE SOBE ZVOKE.;3 Edvard;;Aleš Vali?; 1/4
20;20-26;Lj/Edvardovo Stanovanje/Dnevna Soba;NO?-INT.;EDVARD PRESENETI OPERATIVCA  TA PA GA ZBIJE PO TLEH.;3 Edvard,250 Operativec;;Aleš Vali?,Damjan M. Trbovc; 3/8
21;21-Jan;Lj/Vila/Vhodna Veža s Stopniš?em;DAN-INT.; JULIJA SE ZJUTRAJ VRNE DOMOV IN ZAGLEDA NEKAJ SUMLJIVEGA.;10 Julija;;Sabina Kogovšek; 3/8
21;21-Feb;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; JULIJA NA TLEH NAJDE NEPREMI?NEGA EDVARDA.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek; 1/2
21;21-Mar;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;POLICIJA SANJI VRNE STANETOV TELEFON  KAR PA SANJA ERIKI ZAMOL?I.;252 Erika,258 Sanja,329 Policist 1,330 Policist 2;;Bernarda Oman,Nina Rakovec,Igor Korošec,Andrej Zakrajšek;2 1/2
21;21-Apr;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.; ZMA?KANI FRENK SE PRIDRUŽI ZMA?KANEMU HRVOJU PRI DELOVNI AKCIJI.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Gaber Trseglav;2 3/8
21;21-May;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDI NAZADNJE LE PRIDE K ZAVESTI  ZA VLOM PA OBTOŽI BB-JA.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;2 3/8
21;21-Jun;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.; MIA DOBI VISOK RA?UN ZA ?IŠ?ENJE OBLEKE IN SKLENE  DA MORA STROŠKE ?IŠ?ENJA POKRITI NINA.;1 Mark,21 Mia,16 Ela;;Matej Zemlji?,Zala Djuri?,Mei Rabi?;1 5/8
21;21-Jul;Kemp/Ob Ogradi;DAN-EXT.;FRENK IN HRVOJE STA SESTRADANA  ZATO HRVOJE ODIDE PO MALICO.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Gaber Trseglav;1 1/2
21;21-Aug;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; EDI ZA VLOM OBTOŽI BB-JA. JULIJA MU NE VERJAME IN JO PREDVSEM SKRBI  DA EDI PREVE? PIJE. ;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;4 1/4
21;21-Sep;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.; SANJA NA O?ETOVEM TELEFONU NAJDE NJEJ NAMENJENA STARA SPORO?ILA.;161OFF Stane Off,258 Sanja;;Bojan Maroševi?,Nina Rakovec;1
21;21-Oct;Lj/Pasaža/Lokal;DAN-INT.;" MIA ""ZALOTI"" NINO IN ŽANA MED POLJUBLJANJEM.";21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);LOKAL STANDARD (4);Zala Djuri?,Melani Mekicar,Domen Novak; 1/2
21;21-Nov;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.; HRVOJE SE MED DOSTAVO MALICE ZADRŽI PRI JANI.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik;2 3/8
21;21-Dec;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.; BB PREPRI?A SANJO  DA MU PREDA STANETOV TELEFON.;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;2 7/8
21;21-13;Lj/Vila/Vhodna Veža s Stopniš?em;DAN-INT.; JULIJI SE MUDI V SLUŽBO  A JO SKRBI ZA EDVARDA. ŽELI PRED ODHODOM ŠE ENKRAT PREVERITI  KAKO JE Z NJIM.;10 Julija;;Sabina Kogovšek; 3/4
21;21-14;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDVARD SE KLJUB JULIJINEMU NASPROTOVANJU ODPRAVI V KEMP.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;2 1/4
21;21-15;Kemp/Ob Ogradi;DAN-EXT.;SESTRADANI FRENK ?AKA HRVOJA  NJEGA PA OD NIKODER.;7 Frenk,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Matino Antunovi?;1
21;21-16;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.; BB ERIKO POVABI  DA STANETU V ?AST ONA SLAVNOSTNO ODPRE KONGRES.;19 Bb,252 Erika,258 Sanja;;Valter Dragan,Bernarda Oman,Nina Rakovec;1 7/8
21;21-17;Lj/Vila/Vhodna Veža s Stopniš?em;DAN-INT.; ZASKRBLJENA JULIJA SE ODLO?I  DA BO ONA PELJALA EDVARDA V KEMP.;3 Edvard,10 Julija;;Aleš Vali?,Sabina Kogovšek;1 1/8
21;21-18;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; MIA OKLEVA  ALI BI LARI POVEDALA  DA JO “ŽIGA” VARA Z NINO.;2 Lara,21 Mia,257 Dr. Mirt;;Gaja Fila?,Zala Djuri?,Žiga Udir;2 3/8
21;21-19;Kemp/Ob Ogradi;DAN-EXT.;SESTRADANI FRENK PROTESTNO PRENEHA Z DELOM.;7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav; 1/2
21;21-20;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.; HRVOJE JE OB JANI POVSEM POZABIL NA FRENKA IN MALICO. NATO SE LE SPOMNI NANJ IN PUSTI JANO SAMO.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik;2 3/8
21;21-21;Lj/Steinerjeva Klinika/Shramba;DAN-INT.; MIA SKLENE  DA JE PAMETNEJE  DA SE NE VMEŠAVA IN DA LARI NE POVE ZA “ŽIGOVO” VARANJE.;1 Mark,21 Mia;;Matej Zemlji?,Zala Djuri?;2
21;21-22;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.; FRENK SE DRŽI NA HRVOJA. HRVOJE PA IMA DOBER IZGOVOR  ZAKAJ ZAMUJA Z MALICO. PRIZNA FRENKU  DA SE JE ZALJUBIL V JANO.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Gaber Trseglav;2 1/4
21;21-23;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; JULIJA PRIPELJE EDIJA V KEMP. REDEK TRENUTEK TOPLINE MED O?ETOM IN H?ERKO.;3 Edvard,10 Julija,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Vali?,Sabina Kogovšek;1 7/8
21;21-24;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;" MARKOVA VEST JE PREMO?NA - ODLO?I SE  DA BO LARI POVEDAL ZA ""VARANJE"".";2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?;1 3/8
21;21-25;Lj/Bb-Jeva Pisarna;DAN-INT.;BB NA STANETOVEM TELEFONU ODKRIJE ŠIFRO.;19 Bb;;Valter Dragan; 1/2
21;21-26;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; EDVARD PREJME KLIC IZ BRUSLJA. DOBIL BO DVOJNIK STANETOVIH DOKUMENTOV.;3 Edvard,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Vali?; 5/8
22;22-Jan;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; MARK POVE LARI  DA JO NJEN NOVI FANT VARA. ;2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?; 7/8
22;22-Feb;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.; HRVOJU JE NERODNO  KER SE JE ODPRL FRENKU IN MU ZAUPAL SVOJA ?USTVA DO JANE. SE IZGOVORI NA MA?KA. ;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Gaber Trseglav;1 3/8
22;22-Mar;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; EDVARD JULIJI POVE ZA KLIC IZ BRUSLJA. ;3 Edvard,10 Julija,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Vali?,Sabina Kogovšek;1 3/4
22;22-Apr;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; MARK ŽELI LARO ZAŠ?ITITI PRED RAZO?ARANJEM. LARO TO RAZJEZI. IZBRUHNE NA MARKA IN JEZNA ODIDE. ;2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?;1 5/8
22;22-May;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; JULIJA NE VERJAME ZGODBI Z DOKUMENTI. JE PREPRI?ANA  DA JE EDVARD NASEDEL PREVARANTU. ;3 Edvard,10 Julija,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Vali?,Sabina Kogovšek;2 7/8
22;22-Jun;Lj/Bb-Jeva Pisarna;DAN-INT.; BB UGOTOVI  DA ŠIFRA NE DELUJE. PE?NIK PA IZVE  DA IMA BB STANETOV TELEFON - IN KODO! ;19 Bb,15 Pe?nik;;Valter Dragan,Matija Rupel;1 3/4
22;22-Jul;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; FRENK NAGOVARJA EDIJA  DA SKUPAJ POMAGATA HRVOJU OSVOJITI JANO. EDIJA BOLI GLAVA  POTREBUJE PO?ITEK. ;3 Edvard,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Vali?,Gaber Trseglav;2 3/4
22;22-Aug;Lj/Bb-Jeva Pisarna;DAN-INT.; PE?NIK POSKUŠA Z ZVIJA?O PREPRI?ATI BB-JA  DA MU DA ŠIFRO  A MU NE USPE. NATO MORA POBEGNITI  DA GA NE BI VIDELA ERIKA.;19 Bb,15 Pe?nik,39OFF Tajnica Off;;Valter Dragan,Matija Rupel,Vesna Ponorac;1 3/4
22;22-Sep;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;MARK PRIZNA MII  DA MU JE BILO DRUŽENJE Z LARO MU?NO. UPA  DA LARE NE BO NAZAJ NA KLINIKO.;1 Mark,21 Mia;;Matej Zemlji?,Zala Djuri?;1 3/4
22;22-Oct;Lj/Pasaža/Lokal;DAN-INT.; LARA KLJUB JEZI NA MARKA NE BO PUSTILA DELA NA KLINIKI.  ;2 Lara,18 Nina,223 LOKAL A 4x 1.3.;LOKAL A 4x 1.3.;Gaja Fila?,Melani Mekicar;1
22;22-Nov;Kemp/Ob Ogradi;DAN-EXT.;FRENK PRIDE POMAGAT HRVOJU. HRVOJE NE ŽELI GOVORITI O SVOJIH LJUBEZENSKIH TEŽAVAH.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Gaber Trseglav;1 1/8
22;22-Dec;Lj/Pe?nikova Pisarna;DAN-INT.; PE?NIK RAZMIŠLJA  KAKO NAJ PRIDE DO STANETOVEGA TELEFONA IN ŠIFRE. ;15 Pe?nik,39OFF Tajnica Off;;Matija Rupel,Vesna Ponorac; 3/4
22;22-13;Lj/Pasaža/Lokal;DAN-INT.; LARA POVE NINI  DA JO JE MODEL IZ KLUBA POVABIL NA ZMENEK. ;2 Lara,18 Nina,223 LOKAL A 4x 1.3.;LOKAL A 4x 1.3.;Gaja Fila?,Melani Mekicar;1 3/4
22;22-14;Kemp/Ob Ogradi;DAN-EXT.;JANA PRINESE HRVOJU V ZAHVALO PECIVO. FRENKU SE VSE BOLJ SMILI NESRE?NO ZALJUBLJENI PRIJATELJ.;14 Hrvoje,12 Jana,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik,Gaber Trseglav;2 3/4
22;22-15;Lj/Pe?nikova Pisarna;DAN-INT.; PE?NIK IZVE  DA BB KON?NO ODHAJA IZ PISARNE. ;15 Pe?nik,39OFF Tajnica Off;;Matija Rupel,Vesna Ponorac; 5/8
22;22-16;Kemp/Restavracija;DAN-INT.; FRENK BO POMAGAL HRVOJU OSVOJITI JANO. ;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Gaber Trseglav;1 1/8
22;22-17;Lj/Bb-Jeva Pisarna;DAN-INT.; PE?NIKU SE SPET NE POSRE?I PRITI DO ŠIFRE. BB GA PRESENETI ŠE Z ENO NEPRIJETNO NOVICO. ;19 Bb,15 Pe?nik;;Valter Dragan,Matija Rupel;2 1/4
22;22-18;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; LARA SE PRIPRAVLJA NA ZMENEK  KO JO PRESENETI MIA. MIA JE SO?UTNA DO LARE.  ;2 Lara,21 Mia,13 Nada;;Gaja Fila?,Zala Djuri?,Aleksandra Balmazovi?;2 3/8
22;22-19;Lj/Bistro Lotus;DAN-INT.; JULIJA POVE BB-JU ZA VLOM IN EDIJEVE TEORIJE ZAROTE. ;10 Julija,19 Bb,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Valter Dragan,Ksenija Žuni?;1 3/4
22;22-20;Lj/Nadino Stanovanje/Kopalnica;DAN-INT.; MIA PRESENE?ENA UGOTOVI  DA IMA LARA ZMENEK - Z NOVIM FANTOM! LARO PA VID PRESENETI S TEM  DA JO PELJE SKEJTAT.;2 Lara,21 Mia,255 Vid;;Gaja Fila?,Zala Djuri?,Gašper Lovrec;2 1/8
22;22-21;Kemp/Restavracija;DAN-INT.; FANTA PIJETA IN KUJETA OSVAJALSKI PLAN. FRENK PREDLAGA HRVOJU  DA OSVOJI JANO S PODOKNICO. ;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Gaber Trseglav;3
22;22-22;Lj/Bistro Lotus;DAN-INT.;JULIJA NEHOTE IZDA BB-JU  DA EDI PRI?AKUJE DOKUMENTE IZ BRUSLJA.;10 Julija,19 Bb,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Valter Dragan,Ksenija Žuni?;1 1/2
22;22-23;Kemp/Janina Parcela/Avtodom;NO?-INT.;JANA TELEFONIRA S ?RTOM.PO?UTI SE OSAMLJENO. PARALELNA SCENA V DOBRO VOLJO JO SPRAVI HRVOJEVA PODOKNICA.;12 Jana,14OFF Hrvoje Off,194OFF ?rt Off,206 KEMP STANDARD (7);KEMP STANDARD (7);Tanja Poto?nik,Alen Šalinovi?,Aljaž Tepina;1
22;22-24;Kemp/Janina Parcela/Pred Avtodomom;NO?-EXT.;paralelna scena  HRVOJE POJE JANI PODOKNICO  FRENK DIRIGIRA.;14 Hrvoje,12 Jana,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Tanja Poto?nik,Gaber Trseglav;1 5/8
22;22-24A;Kemp/Janina Parcela/Avtodom;NO?-INT.;JANA SE RAZNEŽI  JI GRE OB POGLEDU NA HROJA MALO NA SMEH;12 Jana,14OFF Hrvoje Off,206 KEMP STANDARD (7);KEMP STANDARD (7);Tanja Poto?nik,Alen Šalinovi?; 1/4
22;22-25;Lj/Nadino Stanovanje/Vhodna Veža;NO?-INT.; LARIN IN VIDOV PRVI ZMENEK SE KON?A S POLJUBOM. IN POVABILOM V POSTELJO. ;2 Lara,255 Vid;;Gaja Fila?,Gašper Lovrec;2 1/8
22;22-26;Lj/Dolen?evo Stanovanje/Dnevna Soba;NO?-INT.;BB ANGAŽIRA SANJO  DA BO DELALA ZANJ PROTI EDVARDU.;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;1 5/8
23;23-Jan;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;LARA VIDU POSTAVI JASNE MEJE - TA EN ZMENEK ŠE NE POMENI  DA STA PAR.;2 Lara,255 Vid;;Gaja Fila?,Gašper Lovrec;1 3/4
