Epizoda;Prizor;Lokacija;Okoliščine;Opis;Liki;Statisti;Igralci;Število strani scenarija
58;58-26;Lj/Oddelek Intenzivne Nege/Čakalnica;DAN-INT;"BB JE PRIŠEL ""OBISKAT"" EDVARDA.";19 Bb,376 Medicinska sestra intenzivna;;Valter Dragan,Sandra Požes;0 3/8
59;59-01;Lj/Nadino stanovanje/Jedilnica;DAN-INT.; LARA ŠE NE MORE NAZAJ V AVSTRALIJO. RAZLOG JE MARK. ;2 Lara,12 Jana,257 Dr. Mirt;;Gaja Filač,Tanja Potočnik,Žiga Udir;1 2/8
59;59-02;Kemp/Naravna plaža;DAN-EXT.;NADO SKRBI ZARADI JULIJINIH KLICEV: KAJ  ČE JE KAJ NAROBE? DAVID JE PREPRIČAN  DA JIMA JULIJA ŽELI LE NAGAJATI.;11 David,13 Nada,207 NI STATISTOV;NI STATISTOV;Blaž Valič,Aleksandra Balmazović;2 1/8
59;59-03;Lj/Oddelek Intenzivne Nege/Čakalnica;DAN-INT.; JULIJI POČI FILM  KO PRED EDVARDOVO BOLNIŠKO SOBO ZAGLEDA BB-JA. ;1 Mark,10 Julija,19 Bb,376 Medicinska sestra intenzivna,275 statisti čakalnica 3;statisti čakalnica 3;Matej Zemljič,Sabina Kogovšek,Valter Dragan,Sandra Požes;1 1/8
59;59-04;Lj/Nadino stanovanje/Jedilnica;DAN-INT.; JANA IZVE  DA JE MARK POPLAČAL NJEN KREDIT. LARA NE MORE V AVSTRALIJO  DOKLER NE VRNE MARKU TEGA DENARJA.  ;2 Lara,12 Jana,257 Dr. Mirt;;Gaja Filač,Tanja Potočnik,Žiga Udir;2 4/8
59;59-05;Kemp/Bar Na Plaži;DAN-EXT.; DINO JE PREPRIČAN  DA SAŠKA BREZ NJEGA NE BO ŠLA V LJUBLJANO. A IZVE OD FRENKA  DA SAŠKA ŽE PAKIRA.  ;7 Frenk,18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Melani Mekicar,Matino Antunović;2 3/8
59;59-06;Lj/Oddelek Intenzivne Nege/Čakalnica;DAN-INT; MARK POSTAVI BB-JA NA SVOJE MESTO IN GA SPODI IZ BOLNICE. JULIJO SKRBI  DA EDVARD V BOLNICI NI VAREN. ;1 Mark,10 Julija,19 Bb;;Matej Zemljič,Sabina Kogovšek,Valter Dragan;2 2/8
59;59-07;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;SANJA ODHAJA USTAVIT MORILCA. ERIKI NI JASNO  KAJ SE DOGAJA Z NJENO HČERKO.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1 1/8
59;59-08;Kemp/Restavracija;DAN-INT.; DAVID IN NADA OD HRVOJA IZVESTA  DA JE EDVARD V BOLNICI V KRITIČNEM STANJU. DAVIDA ZALIJE SLABA VEST. ;14 Hrvoje,11 David,13 Nada;;Alen Šalinović,Blaž Valič,Aleksandra Balmazović;1 2/8
59;59-09;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;JULIJA NOČE TVEGATI  DA BI SE V BOLNICI PONOVIL MORILSKI NAPAD NA EDVARDA  ZATO GA JE PRIPELJALA V DOMAČO OSKRBO.;1 Mark,3 Edvard,10 Julija,374 Zdravnik intenzivne;;Matej Zemljič,Aleš Valič,Sabina Kogovšek,Matija Vastl;1 3/8
59;59-10;Kemp/Ex Renatova Parcela/Pred Prikolico;DAN-EXT.; DINO OČITA SAŠKI  DA GA HOČE SPRAVITI IZ KEMPA ZARADI NINE. SAŠKA SE NOČE PREPIRATI. ODIDE V LJUBLJANO SAMA S TONIJEM. ;4 Dino,5 Saška,206 KEMP STANDARD (7),1000 Voziček;KEMP STANDARD (7);Matino Antunović,Mila Peršin;1 6/8
59;59-11;Lj/Nadino stanovanje/Jedilnica;DAN-INT.; LEONU NE USPE PREGOVORITI LARE  DA ODIDETA V AVSTRALIJO. JANA OBLJUBI LEONU  DA MU BO ONA POMAGALA PREPRIČATI LARO. ;2 Lara,12 Jana,257 Dr. Mirt;;Gaja Filač,Tanja Potočnik,Žiga Udir;2
59;59-12;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.;JULIJA NE ZAUPA URADNIM ORGANOM  DA BODO PRIJELI PRAVEGA KRIVCA. SANJA PRIDE DO JULIJE IN JI PONUDI POMOČ.;10 Julija,258 Sanja,377 Kriminalist;;Sabina Kogovšek,Nina Rakovec,Boštjan Tadel;1 4/8
59;59-13;Kemp/Sanitarije/Pomivalnica;DAN-EXT.; MERI DVIGNE PRITISK  KO IZVE  DA JE ŠLA SAŠKA V LJUBLJANO BREZ DINA. FRENK JO PROSI  NAJ SE NE VTIKA. ;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernarčič;2
59;59-14;Kemp/Recepcija;DAN-INT.; MERI ZATEŽI HRVOJU ZARADI DINA  KI JE SAŠKO PUSTIL SAMO V LJUBLJANO. ;14 Hrvoje,6 Meri;;Alen Šalinović,Vesna Pernarčič;1 6/8
59;59-15;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.; SANJA JULIJI PREDA DOKAZE  KI STA JIH ZBRALA Z EDIJEM. MARKA PRETRESE DOKONČNO SPOZNANJE  DA JE BB HLADNOKRVEN MORILEC.  ;1 Mark,3 Edvard,10 Julija,258 Sanja;;Matej Zemljič,Aleš Valič,Sabina Kogovšek,Nina Rakovec;1 4/8
59;59-16;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; JANA JE NA DOBRI POTI  DA PREPRIČA LARO  DA ČIMPREJ ODIDE Z LEONOM V AVSTRALIJO. ;2 Lara,12 Jana;;Gaja Filač,Tanja Potočnik;2 3/8
59;59-17;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;MARK JE PRIŠEL POISKAT PIŠTOLO. GA MIKA  DA BI SAM OBRAČUNAL Z BB-JEM.;1 Mark;;Matej Zemljič;0 3/8
59;59-18;Lj/Bistro Lotus;DAN-INT.; BB IN ROMAN NAZDRAVLJATA USPEŠNO SPELJANEMU POSLU  KO ROMAN DOBI ZASKRBLJUJOČO NOVICO.  ;251 Roman,19 Bb,298 LOTUS A 6x 6.4.;LOTUS A 6x 6.4.;Uroš Smolej,Valter Dragan;1 7/8
59;59-19;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;JULIJA ODPOŠLJE MEDIJEM VABILA NA TISKOVNO KONFERENCO  KO JO ZMOTITA NOVA OBISKOVALCA.;10 Julija,11 David,13 Nada;;Sabina Kogovšek,Blaž Valič,Aleksandra Balmazović;1 1/8
59;59-20;Kemp/Potapljaški Klub/Skladišče opreme;DAN-INT./EXT.;HRVOJE PRITISNE NA DINA  NAJ GRE ZA SAŠKO V LJUBLJANO. DINO NE GRE.;14 Hrvoje,4 Dino,206 KEMP STANDARD (7),378 Tečajnik 1,379 Tečajnik 2;KEMP STANDARD (7);Alen Šalinović,Matino Antunović;2 1/8
59;59-21;Kemp/Bar Na Plaži;DAN-EXT.; DINO SE POTOŽI NINI  DA GA NOBEN NE RAZUME. NINA JE RAZUMEVAJOČA. ;18 Nina,4 Dino;;Melani Mekicar,Matino Antunović;1 1/8
59;59-22;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.;JULIJA SPODI NADO IZ VILE. DAVID ODIDE Z NADO  JULIJO PA PRESENETI MARK - S PIŠTOLO!;1 Mark,10 Julija,11 David,13 Nada;;Matej Zemljič,Sabina Kogovšek,Blaž Valič,Aleksandra Balmazović;1 3/8
59;59-23;Lj/Bistro Lotus;DAN-INT.; ROMAN IZVE  DA JULIJIN BIVŠI MOŽ BRSKA PO NJEGOVIH POSLIH. OBA Z BB-JEM PA ZASKRBI NOVICA O JULIJINI TISKOVKI. ;251 Roman,19 Bb,54 Vlado,298 LOTUS A 6x 6.4.;LOTUS A 6x 6.4.;Uroš Smolej,Valter Dragan,Jaša Jamnik;1 1/8
59;59-24;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; NADA JE SREČNA  KER SE JE DAVID POSTAVIL ZANJO. LARO PA PRETRESE NOVICA  DA JE EDVARD V KRITIČNEM STANJU. ;2 Lara,12 Jana,11 David,13 Nada;;Gaja Filač,Tanja Potočnik,Blaž Valič,Aleksandra Balmazović;1 4/8
59;59-25;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; JULIJA JE PONOSNA NA SINA  KI JE BOLJŠI ČLOVEK KOT NJEGOVA STARŠA. OBLJUBI  DA BO BB PLAČAL ZA VSE. ;1 Mark,10 Julija;;Matej Zemljič,Sabina Kogovšek;1 1/8
59;59-26;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.; ERIKA POVE SANJI  DA JE BILO NAJDENO PEČNIKOVO TRUPLO. ;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1
60;60-01;Lj/Nadino Stanovanje/Dnevni Del;NOČ-INT.;LARA ZARADI SKRBI  KAJ BO Z EDIJEM  NE MORE SPATI.;2 Lara,12 Jana;;Gaja Filač,Tanja Potočnik;1 6/8
60;60-02;Lj/Julijino Stanovanje/Dnevna Soba;NOČ-INT.;EDIJEVO STANJE SE V HIPU POSLABŠA.;1 Mark,3 Edvard,10 Julija;;Matej Zemljič,Aleš Valič,Sabina Kogovšek;0 4/8
60;60-03;Lj/Dolenčevo Stanovanje/Kabinet;NOČ-INT.;SANJA NAMERAVA ŠE DANES ODITI NAZAJ V ZDA - IN HOČE DA GRE ERIKA Z NJO.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;0 7/8
60;60-04;Lj/Nadino Stanovanje/Dnevni Del;NOČ-INT.;JANA SVETUJE LARI - BOLJE  DA MARKA NE VZNEMIRJA ŠE DODATNO S SVOJO PRISOTNOSTJO.;2 Lara,12 Jana;;Gaja Filač,Tanja Potočnik;2 4/8
60;60-05;Lj/Julijino Stanovanje/Dnevna Soba;NOČ-INT.;MARK IN JULIJA SKUŠATA OBDRŽATI EDIJA PRI ŽIVLJENJU DO PRIHODA ZDRAVNIKA.;1 Mark,3 Edvard,10 Julija,374 Zdravnik intenzivne;;Matej Zemljič,Aleš Valič,Sabina Kogovšek,Matija Vastl;1 5/8
60;60-06;Lj/Dolenčevo Stanovanje/Kabinet;NOČ-INT.;SANJA PREPRIČUJE ERIKO  DA ODIDE Z NJO V ZDA - V SLOVENIJI JE ZANJU POSTALO PRENEVARNO.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1 7/8
60;60-07;Lj/Julijino Stanovanje/Dnevna Soba;NOČ-INT.;ZDRAVNIK LE STABILIZIRA EDIJA  A ZAPLETOV ŠE NI KONEC.;1 Mark,3 Edvard,10 Julija,374 Zdravnik intenzivne;;Matej Zemljič,Aleš Valič,Sabina Kogovšek,Matija Vastl;2 4/8
60;60-08;Lj/Kozmetični Salon;DAN-INT.;SAŠKA UŽIVA V DELU - POGREŠALA JE LJUBLJANO.;5 Saška,1000 Voziček,381 Stranka kozmetičnega salona 5,258 Stranka 2,380 Pia,295 LOKAL A 3x 5.4.;Stranka 2,LOKAL A 3x 5.4.;Mila Peršin,Martina Slabnik,Špela Škofič;2 3/8
60;60-09;Kemp/Pred Sanitarijami;DAN-EXT.;DINO POGREŠA SAŠKO  ONA PA SE MU NE JAVLJA NA KLICE.;7 Frenk,4 Dino;;Gaber Trseglav,Matino Antunović;2 2/8
60;60-10;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;ERIKA NE NAMERAVA S SANJO V ZDA. NJENO ŽIVLJENJE JE TUKAJ.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;2 4/8
60;60-11;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;JULIJA ZA EDIJEVO POSLABŠANJE KRIVI SVOJO NEPAZLJIVOST. MARK PREPRIČA JULIJO  DA NE ODPOVE POMEMBNE TISKOVKE.;1 Mark,10 Julija;;Matej Zemljič,Sabina Kogovšek;2 5/8
60;60-12;Lj/Bb-Jeva Pisarna;DAN-INT.;BB OBŽALUJE  DA TUDI JULIJE NI DAL ZASTRUPITI.;251 Roman,19 Bb;;Uroš Smolej,Valter Dragan;0 3/8
60;60-13;Lj/Pasaža/Lokal;DAN-INT.;LEON ZASUVA LARO S SPOROČILI O AVSTRALIJI  LARO PA PRESENETI SAŠKA.;2 Lara,5 Saška,260 stranka lokala (nasmeh),290 STATISTI LOKAL A 4x 25.3.;stranka lokala (nasmeh),STATISTI LOKAL A 4x 25.3.;Gaja Filač,Mila Peršin;1 2/8
60;60-14;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;FRENK PREPRIČUJE MERI  DA NEHATA SILITI DINA IN SAŠKO V NJUNE POSLE V LJUBLJANI.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernarčič;2 1/8
60;60-15;Lj/Pasaža/Lokal;DAN-INT.;SAŠKA JE VESELA LARE  LARA PA IZVE  DA SE JE EDIJEVO STANJE POSLABŠALO.;2 Lara,5 Saška,290 STATISTI LOKAL A 4x 25.3.;STATISTI LOKAL A 4x 25.3.;Gaja Filač,Mila Peršin;1 6/8
60;60-16;Lj/Bb-Jeva Pisarna;DAN-INT.;ROMAN PREDA BB-JU INFORMACIJE  S KATERIMI LAHKO USTAVI JULIJO IN NJENO TISKOVKO.;251 Roman,19 Bb;;Uroš Smolej,Valter Dragan;1 4/8
60;60-17;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;MERI LE POPUSTI FRENKU - ZA DELO V LJUBLJANI BOSTA NAJELA POMOČ.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernarčič;2 4/8
60;60-18;Lj/Pasaža/Lokal;DAN-INT.;SAŠKA VZPODBUDI LARO  DA KLJUB NEPRIJETNI SITUACIJI Z MARKOM OBIŠČE EDIJA.;2 Lara,5 Saška,290 STATISTI LOKAL A 4x 25.3.;STATISTI LOKAL A 4x 25.3.;Gaja Filač,Mila Peršin;2 5/8
60;60-19;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;JULIJA SE PRIPRAVLJA NA TISKOVKO - PRESENETI JO BB S SVOJIM PRRIHODOM.;10 Julija,19 Bb,20 Petra;;Sabina Kogovšek,Valter Dragan,Maja Zupan;0 7/8
60;60-20;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;MARK OPTIMISTIČNO NAČRTUJE PRIHODNOST Z EDIJEM. PRESENETI GA ZVONEC.;1 Mark,3 Edvard;;Matej Zemljič,Aleš Valič;1 1/8
60;60-21;Lj/Julijino Stanovanje/Predsoba;DAN-INT.;MARKA PRESENETI LARA  KI JE PRIŠLA OBISKAT EDIJA.;2 Lara,1 Mark;;Gaja Filač,Matej Zemljič;0 5/8
60;60-22;Lj/Kozmetični Salon;DAN-INT.;FRENK SPOROČI SAŠKI  DA SE LAHKO VRNE V KEMP - A SAŠKI SE PRAV NIČ NE MUDI NAZAJ.;5 Saška,1000 Voziček,380 Pia,6V Meri Videoklic,7V Frenk Videoklic,409 Stranka kozmetičnega salona 8,295 LOKAL A 3x 5.4.;LOKAL A 3x 5.4.;Mila Peršin,Špela Škofič,Vesna Pernarčič,Gaber Trseglav,Verica Lendero;2 4/8
60;60-22A;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT;VIDEOKLIC: posneti videoklic - frenk in meri kličeta Saško  za Saškin telefon;7 Frenk,6 Meri;;Gaber Trseglav,Vesna Pernarčič;2 4/8
60;60-23;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;SANJA ČAKA ERIKO  DA SKUPAJ ODPOTUJETA V ZDA  A ERIKE NI.;258 Sanja;;Nina Rakovec;0 3/8
60;60-24;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;BB JULIJO POTISNE V KOT - ČE NE PREKLIČE TISKOVKE  BO TUDI SAMA NAJEBALA.;10 Julija,19 Bb,20 Petra;;Sabina Kogovšek,Valter Dragan,Maja Zupan;1 5/8
60;60-25;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;LARA IZVE  DA JE ZA EDIJEVO STANJE KRIV PAKET  KI MU GA JE ONA IZROČILA.;2 Lara,1 Mark,3 Edvard;;Gaja Filač,Matej Zemljič,Aleš Valič;1 2/8
61;61-01;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; JULIJA JE V DILEMI - NAJ PREKLIČE TISKOVNO KONFERENCO  ALI NAJ TVEGA  DA BO TUDI SAMA POTONILA?;10 Julija,19 Bb,20 Petra;;Sabina Kogovšek,Valter Dragan,Maja Zupan;0 7/8
61;61-02;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.; LARA NE VE  KAKO NAJ POVE MARKU  DA JE ONA PRINESLA EDVARDU SMRTONOSNI PAKET. ;2 Lara,1 Mark,3 Edvard;;Gaja Filač,Matej Zemljič,Aleš Valič;0 6/8
61;61-03;Lj/Pasaža/Pred mesnico;DAN-INT.;SAŠKA LEPI NA MESNICO OGLAS ZA POMOČNIKA. KLIČE JO DINO  KI NI ZADOVOLJEN  DA BO SAŠKA OSTALA V LJUBLJANI.;5 Saška,1000 Voziček,4V Dino Videoklic;;Mila Peršin,Matino Antunović;2
61;61-03A;Kemp/Bar Na Plaži;DAN-EXT.;Videoklic: SAŠKA LEPI NA MESNICO OGLAS ZA POMOČNIKA. KLIČE JO DINO  KI NI ZADOVOLJEN  DA BO SAŠKA OSTALA V LJUBLJANI.;4 Dino;;Matino Antunović;2
61;61-04;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; SANJA SE NA POTI NA LETALIŠČE USTAVI NA KLINIKI. PRESENEČENA IZVE  DA JE TISKOVNA KONFERENCA ODPOVEDANA. ;20 Petra,258 Sanja,266 NOVINARJI 3x 26.3.;NOVINARJI 3x 26.3.;Maja Zupan,Nina Rakovec;0 6/8
61;61-05;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; BB ZAGROZI JULIJI  NAJ ODNEHA  SICER JO BO UNIČIL. KOMAJ SKRIJE PRESENEČENJE NAD TEM  DA JE SANJA ŠE ŽIVA.;10 Julija,19 Bb,258 Sanja;;Sabina Kogovšek,Valter Dragan,Nina Rakovec;2
61;61-06;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; LARA SE PRIPRAVLJA  DA PRIZNA MARKU  DA JE ONA PRINESLA PAKET  KO PRIDE DAVID.;2 Lara,1 Mark,11 David;;Gaja Filač,Matej Zemljič,Blaž Valič;2 4/8
61;61-07;Kemp/Bar Na Plaži;DAN-EXT.;DINO JE SLABE VOLJE ZARADI SAŠKE  A GA RAZVEDRI PRIJATELJSKO FLIRTANJE Z NINO.;14 Hrvoje,18 Nina,4 Dino;;Alen Šalinović,Melani Mekicar,Matino Antunović;3
61;61-08;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; SANJA ŽELI  DA JI JULIJA VRNE DOKAZE PROTI BB-JU. SANJA BO SAMA OPRAVILA Z NJIM. SANJO KLIČE ERIKA  KI JE NAŠLA PAKET. ;10 Julija,258 Sanja;;Sabina Kogovšek,Nina Rakovec;1 4/8
61;61-09;Lj/Pasaža/Lokal;DAN-INT.; LEON PRIDE DO LARE  SAJ GA ZANIMA  ZAKAJ MU NE ODGOVARJA NA SPOROČILA. LARA MU PRIZNA  DA JE NAREDILA NEKAJ GROZNEGA. ;2 Lara,23 Borut,257 Dr. Mirt,305 STATISTI PASAŽA C 3x 14.4.;STATISTI PASAŽA C 3x 14.4.;Gaja Filač,Miha Rodman,Žiga Udir;1 7/8
61;61-10;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; MARK BODRI DAVIDA  DA SE BO JULIJA POMIRILA GLEDE NADE  KO OPRAVI Z BB-JEM. NATO IZVE  DA JE TISKOVKA ODPOVEDANA. ;1 Mark,11 David;;Matej Zemljič,Blaž Valič;2
61;61-11;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; JULIJA POVE SANJI  DA JE BIL STRUP  KI JE SKORAJ UBIL EDVARDA  V PAKETU IZ BRUSLJA. SANJO ZASKRBI ZA ERIKO. ;10 Julija,258 Sanja;;Sabina Kogovšek,Nina Rakovec;0 7/8
61;61-12;Lj/Pasaža/Lokal;DAN-INT.; LARO MUČI SLABA VEST ZARADI EDVARDA. MORA PRIZNATI MARKU  KAJ JE NAREDILA. LEON JE PROTI. ;2 Lara,257 Dr. Mirt,305 STATISTI PASAŽA C 3x 14.4.;STATISTI PASAŽA C 3x 14.4.;Gaja Filač,Žiga Udir;2 1/8
61;61-13;Kemp/Sanitarije/Pomivalnica;DAN-EXT.;DINO JE DOBRE VOLJE  SAJ SE VESELI VEČERA Z NINO. NINA GA OBVESTI  DA JE V POTAPLJAŠKEM KLUBU INŠPEKCIJA.;18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Melani Mekicar,Matino Antunović;0 7/8
61;61-14;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; SANJO SKRBI  DA BO ERIKA ODPRLA PAKET  A JE NIKAKOR NE USPE DOBITI NA TELEFON. MORA DOMOV  DA PREPREČI KATASTROFO. ;10 Julija,258 Sanja;;Sabina Kogovšek,Nina Rakovec;0 6/8
61;61-15;Lj/Bistro Lotus;DAN-INT.; BB IN ROMAN NAZDRAVITA NA POTOP STEINERJEV. BB DOBI KLIC - NOVICA JE OČITNO SLABA. ;251 Roman,19 Bb,299 STATISTI LOTUS B 6x 9.4.;STATISTI LOTUS B 6x 9.4.;Uroš Smolej,Valter Dragan;1 5/8
61;61-16;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; JULIJA NE ŽELI MARKU POVEDATI  S ČIM JO IZSILJUJE BB. JULIJI SE MUDI DOMOV  DA SE POGOVORI Z DAVIDOM. ;1 Mark,10 Julija;;Matej Zemljič,Sabina Kogovšek;2 3/8
61;61-17;Lj/Pasaža/Lokal;DAN-INT.; LEON PREPRIČUJE LARO  DA POZABI NA PRIZNANJE IN DA ČIMPREJ ODIDETA. LARA PRIVOLI  A GA PROSI  DA POČAKA Z ODPOVEDJO. ;2 Lara,257 Dr. Mirt,382 Gost lokala 1,267 Gost lokala 2 (brez teksta),305 STATISTI PASAŽA C 3x 14.4.;Gost lokala 2 (brez teksta),STATISTI PASAŽA C 3x 14.4.;Gaja Filač,Žiga Udir;2 2/8
61;61-18;Kemp/Potapljaški Klub/Skladišče opreme;DAN-INT./EXT.;DINO DOBI ODLOČBO O PREPOVEDI OBRATOVANJA POTAPLJAŠKE ŠOLE  DOKLER NE ZAMENJA DOTRAJANE OPREME ZA NOVO.;4 Dino,383 Inšpektor hrvaško govoreči;;Matino Antunović;1 2/8
61;61-19;Lj/Bb-Jeva Pisarna;DAN-INT.; BB IZVE  DA JE RENATO V HRVAŠKEM PRIPORU. A TO ŠE NI NAJSLABŠA NOVICA. ;19 Bb,384 Tip s Pravosodnega Ministrstva;;Valter Dragan;1 3/8
61;61-20;Lj/Dolenčevo Stanovanje/Kuhinja;DAN-INT.; ERIKO MUČI RADOVEDNOST  KAJ JE V PAKETU  KI GA JE DOBILA SANJA. ;252 Erika;;Bernarda Oman;0 5/8
61;61-21;Kemp/Recepcija;DAN-INT.; DINO PROSI HRVOJA  DA MU POSODI DENAR ZA NABAVO NOVE OPREME. IZVE  DA JE HRVOJE ZAPRAVIL DENAR OD PAVŠALOV ZA JANO. ;14 Hrvoje,4 Dino;;Alen Šalinović,Matino Antunović;2 1/8
61;61-22;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; DAVID SE NE ŽELI VEČ VPLETATI V JULIJINE NEVARNE POSLE. JULIJA JE PREPRIČANA  DA GA JE K TEMU NAŠČUVALA NADA. ;10 Julija,11 David;;Sabina Kogovšek,Blaž Valič;3 3/8
61;61-23;Lj/Bb-Jeva Pisarna;DAN-INT.; BB-JU GROZI  DA GA BO RENATO IZDAL. BO DENAR REŠIL TUDI TO TEŽAVO?;19 Bb,384 Tip s Pravosodnega Ministrstva;;Valter Dragan;0 6/8
61;61-24;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;JULIJA V MAŠČEVALNEM BESU NAPIŠE PRIJAVO PROTI NADI.;10 Julija;;Sabina Kogovšek;0 6/8
61;61-25;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; LEON DA ODPOVED NA KLINIKI IN POVE MARKU  DA Z LARO ODHAJATA V AVSTRALIJO. ;1 Mark,257 Dr. Mirt;;Matej Zemljič,Žiga Udir;0 6/8
61;61-26;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;ERIKA SE PRIPRAVLJA  DA BO ODPRLA PAKET. SANJA KLIČE ERIKO  A ERIKA ZARADI GLASNE GLASBE NE SLIŠI TELEFONA.;252 Erika;;Bernarda Oman;0 5/8
62;62-01;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;MARK NE SPREJME LEONOVE ODPOVEDI.;1 Mark,257 Dr. Mirt;;Matej Zemljič,Žiga Udir;1 6/8
62;62-02;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;ERIKA ODPIRA SMRTONOSNI PAKET.;252 Erika;;Bernarda Oman;0 2/8
62;62-03;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;SANJA HITI  DA BI PRAVOČASNO PRESTREGLA ERIKINO ODPIRNAJE SMRTONOSNEGA PAKETA.;258 Sanja;;Nina Rakovec;0 5/8
62;62-04;Lj/Dolenčevo Stanovanje/Kabinet;DAN-INT.;SANJA PRAVOČASNO USTAVI ERIKO IN JI REŠI ŽIVLJENJE.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1 5/8
62;62-05;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;LEON MARKU OČITA  DA NOČE SPREJETI NJEGOVE ODPOVEDI ZARADI LARE.;1 Mark,257 Dr. Mirt;;Matej Zemljič,Žiga Udir;1 5/8
62;62-06;Kemp/Bar Na Plaži;DAN-EXT.;DINO SE BOJI  DA MU BO ŠLA CELA SEZONA POTAPLJAŠKIH TEČAJEV PO ZLU.;18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Melani Mekicar,Matino Antunović;1 5/8
62;62-07;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;MARK NE MORE PUSTITI LEONA  DA ČEZ NOČ ODIDE S KLINIKE  SAJ IMA LEON V POGODBI DOLČOČEN ENOMESEČNI ODPOVEDNI ROK.;1 Mark,257 Dr. Mirt;;Matej Zemljič,Žiga Udir;2
62;62-08;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;MERI SKRBI  DA DINO PREŽIVLJA ČAS Z NINO.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernarčič;2 1/8
62;62-09;Kemp/Bar Na Plaži;DAN-EXT.;NINA PREDLAGA  DA SKUPAJ ZBEREJO DENAR ZA POTAPLJAŠKI KLUB.;18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Melani Mekicar,Matino Antunović;3 1/8
62;62-10;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.;LEON OČITA LARI  DA MARK ZARADI NJE NOČE SPUTITI LEONA S KLINIKE STEINER.;2 Lara,257 Dr. Mirt;;Gaja Filač,Žiga Udir;2
